WardCount,CampStack,Denies,THeroDmg,THeroHeal,RegItemUse,TLaneEff,TPings,TDeaths,TKills,TGPM,TXPM,Win
1.1933485490707532,0.156504727746984,1.1542223671340073,3576.91555265732,80.3651776980763,0.9194652755135311,2.9229841142167707,9.605477665471144,0.9194652755135311,1.1542223671340073,2528.940332572546,3400.9455493968044,1
0.9781545484186501,0.09781545484186502,0.6064558200195631,4422.236713400717,12.129116400391261,0.880339093576785,2.4399758696963603,5.262471470492337,1.17378545810238,0.860776002608412,2325.9341375937397,3222.940984675579,0
1.2244897959183674,0.02040816326530612,0.8979591836734694,3341.6938775510203,116.06122448979592,1.1632653061224492,2.731349286145184,2.346938775510204,1.1020408163265305,1.0204081632653061,2483.0,3345.0,1
1.1020408163265307,0.12244897959183673,1.2244897959183674,3511.4897959183677,159.0,1.0816326530612246,3.291976674039815,4.653061224489796,1.0612244897959184,1.1020408163265307,2414.0,3357.0,0
0.6407766990291262,0.20388349514563106,0.9320388349514562,2883.4077669902913,457.04854368932035,1.3106796116504853,2.9983913130906896,7.223300970873785,0.9611650485436892,1.2233009708737863,2576.9417475728155,3439.922330097087,1
0.7864077669902911,0.11650485436893203,0.40776699029126207,3062.3883495145624,27.495145631067956,1.1359223300970873,2.822039010657551,4.601941747572814,1.2233009708737863,0.9029126213592232,2052.9611650485435,2383.9514563106795,0
0.877076411960133,0.0398671096345515,1.754152823920266,2163.029900332226,171.42857142857144,1.275747508305648,3.5604263020309674,5.940199335548173,0.4385382059800665,1.2358803986710964,2461.953488372093,2438.9102990033225,1
0.3588039867109635,0.23920265780730898,0.79734219269103,1430.6312292358805,23.521594684385384,1.196013289036545,2.530866680072391,2.7906976744186047,1.2358803986710964,0.4385382059800665,1605.9269102990033,1860.9169435215947,0
1.1489361702127658,0.2978723404255319,1.148936170212766,3283.021276595745,0.0,0.7021276595744681,3.304645083450634,14.404255319148936,1.2340425531914894,0.9361702127659575,2764.0,3295.0,1
0.574468085106383,0.0425531914893617,1.0638297872340425,3673.2340425531916,0.0,0.851063829787234,2.8411421677056103,6.1914893617021285,0.9361702127659574,1.2127659574468086,2442.0,3526.0,0
0.7792207792207791,0.2418271383788625,0.8329601433049708,2342.337662337662,358.30721003134795,1.3972234661889833,3.163884978885984,10.156739811912225,0.4030452306314375,0.9135691894312583,2551.92118226601,3098.9341692789967,1
0.7792207792207791,0.10747872816838333,0.96730855351545,2226.0725481415134,85.90237348858038,1.3434841021047916,3.1654936657952946,5.857590685176891,0.9135691894312583,0.4030452306314375,1951.948051948052,1976.9099865651588,0
1.1899515204936095,0.15866020273248124,1.8245923314235344,2987.862494490965,197.24107536359628,0.9255178492728073,2.800321737381862,5.473776994270604,0.6875275451740855,0.8990744821507272,2627.941824592331,3336.9149405024236,1
0.7933010136624062,0.13221683561040104,1.5866020273248127,2905.8880564125166,196.2626707800793,1.1899515204936093,2.7609089081037603,5.976200969590127,0.9255178492728073,0.6875275451740854,2091.908329660643,2772.957249889819,0
1.019348749410099,0.11326097215667767,1.6705993393109957,3020.10382255781,89.92921189240207,0.9344030202925908,2.8558214357530667,5.663048607833883,0.22652194431335534,0.9060877772534213,2547.9471448796603,2848.938178386031,1
1.160924964605946,0.056630486078338836,0.8777725342142519,1960.3492213308164,59.858423784804145,1.3874469089193016,2.2972049064950735,6.710712600283152,0.9060877772534214,0.22652194431335534,1533.9216611609247,2085.9273242095323,0
1.0581319399085565,0.4310907903331156,3.096015676028739,2651.678641410843,132.14892227302417,1.2932723709993468,3.2793082646289964,5.173089483997387,0.3919007184846506,0.9013716525146962,2492.9588504245594,2646.9366427171785,1
